Kosten Aqua,Charakter Pipeline,Element,Kartenart,⭕️,Kartentext,Kartentyp,Design Skelett,Kosten Ignis,ID,Erstellungsdatum,⚔️,Flavourtext,Erstellt von,Kosten Ungeprägt,Idee Brackground,🛡️,Slot zugewiesen,Status,Kosten Aeris,Einzigartig,Set Release,Kartentext-Planung,Kosten Terra,Kosten Magica,Letzte Änderung,Rarität,Name,PageID,Row_Hash
,[],[],[],,"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn der Gegner nicht X zahlt.",[],[],,220,2023-11-27T12:53:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,X,[],,True,Export,,False,[],"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn der Gegner nicht X zahlt.",,2.0,2025-10-27T16:22:00.000Z,Common,Das Gleichgewicht wahren,ac8a2fd8-d832-4351-92a0-e287ef1e5dcc,6164284541
,[],[],[],,,[],[],,190,2023-11-27T12:08:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],10,False,Backup,,False,[],Darf bis zu 2 Charaktere gleichzeitig Angreifen,,,2025-08-10T18:22:00.000Z,,Zweiköpfiger Drachenwelpe,ad7863f3-5c35-482d-b632-41241d9c8551,7336938177
,[],[],[],,,[],[],,73,2023-09-12T08:46:00.000Z,40,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],10,False,Backup,,False,[],,,,2025-08-10T18:22:00.000Z,,Keimling,ad914e53-ef6b-499c-b1a7-fd39e6ee4f9f,2102698156
1.0,[],[],[],,Verteidiger,[],[],,386,2024-03-31T16:41:00.000Z,–/–,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],15/45,True,Export,,False,[],Verteidiger,,,2025-11-13T21:41:00.000Z,Common,Magier des Wasserwalls,adacb2fd-4433-4c26-934e-a0d12f71b9af,4637619319
,[],[],[],,,[],[],,44,2023-09-09T12:50:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Wenn die ,,,2025-08-10T18:21:00.000Z,,Reissender Fluss,aead27df-7fda-470f-b57e-e1279da2bd13,4451337130
,[],[],[],1.0,<cost><magica/><unshaped1/><opt/></cost><desc>Einmal pro Zug</desc> Verleihe einem <kind>Charakter</kind> Deiner Wahl einen <key>Bannkreis</key>. Entferne diesen <key>Bannkreis</key> zu Beginn Deines nächsten <key>Zuges</key>.,[],[],,368,2024-03-29T20:28:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],,True,TCG Arena,,False,[],"1,M,OPT; Verleihe einem Charakter deiner Wahl einen Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.",,2.0,2025-12-22T22:10:00.000Z,Common,Gottesschrein,aef114de-8504-44b5-9301-0488dff07b33,8151582552
,[],[],[],,,[],[],,21,2023-09-03T19:11:00.000Z,45,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],35,False,Backup,,False,[],,,,2025-08-10T18:21:00.000Z,,Brauner Hirsch,b0ff7ab6-8efd-462e-a696-f14f243b579e,1253022994
4.0,[],[],[],,"Wenn <self>ich</self> eine <key>Karte</key> <key>zerstöre</key>, nimm eine zufällige <key>Karte</key> vom <zone>Friedhof</zone> auf Deine <zone>Hand</zone>.",[],[],,328,2024-02-14T21:21:00.000Z,60/60,,938edbfe-c6a0-4a7c-836a-d922df505f98,3,[],60/60,True,TCG Arena,,False,[],"Wenn ich eine Karte zerstöre, nimm eine zufällige Karte vom Friedhof auf die Hand.",,,2025-10-27T15:38:00.000Z,Common,Koloss aus der Tiefe,b1a3dda1-a4d8-4c9d-8c21-f37e82631952,1255450411
,[],[],[],,"In Deiner <phase>Angriffsphase</phase>, nachdem alle <key>Angriffsziele</key> angesagt wurden und <self>ich</self> nicht <key>angreife</key>, füge einem <key>feindlichen</key> <kind>Charakter</kind> Deiner Wahl <damage>5</damage> <key>Schaden</key> zu.",[],[],,382,2024-03-31T16:34:00.000Z,10/10,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],10/10,True,TCG Arena,1.0,False,[],"In deiner Angriffsphase, nachdem alle Angrifsziele angesagt wurden und ich nicht angreife, füge ich einem feindlichem Charakter deiner Wahl 5 Schaden zu.",,,2025-12-20T16:25:00.000Z,,Bogenschütze,b21e1cd6-77b7-4d32-afb2-80bf94239660,3780810738
,[],[],[],,,[],[],,412,2024-06-04T20:05:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,['Vittel'],30/30,False,Backup,,True,[],"Kultist
Einzigartig
Entferne diese Karte vor Spielbeginn aus deinem Deck. Mische diese Karte nach dem ausspielen der Schild und Elementarkarten wieder in dein Deck. 
Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Ruft beim Tod Dunwich Horror herbei, aus dem Deck, der Hand oder dem Friedhof.",,,2025-08-10T18:23:00.000Z,,Wilbur Whateley,b7eb95d5-ad27-47b0-92b5-61f9db74f7ee,7317008595
,[],[],[],,<ability>Bedrohlich</ability> <desc><self>Ich</self> kann nur durch mindestens 2 <kind>Charaktere</kind> <key>geblockt</key> werden.</desc>,[],[],,389,2024-03-31T16:44:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/20,True,TCG Arena,,False,[],Bedrohlich  (Kann nur von 2 oder mehr Charaktere geblockt werden),1.0,,2025-10-27T15:38:00.000Z,Common,Hüne,b8b475e9-2f0d-4ef5-b569-6495573b2dd9,2448581102
,[],[],[],,,[],[],,34,2023-09-09T12:15:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Dürre,b8c82d77-ef27-4199-971f-678a80667076,9501287557
,[],[],[],,"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, nimm ein zufälliges <kind>Ereignis</kind> aus Deinem <zone>Friedhof</zone> auf Deine <zone>Hand</zone>.",[],[],,279,2023-12-18T20:04:00.000Z,20/10,"Sie vermag es, die Echos der Vergangenheit in die Gegenwart zu holen.",938edbfe-c6a0-4a7c-836a-d922df505f98,1,[],20/20,True,TCG Arena,2.0,True,[],"Einzigartig,
Wenn ich das Feld betrete, nimm eine zufällige Ereigniskarte aus deinem Friedhof auf deine Hand.",,,2025-11-23T18:48:00.000Z,Uncommon,"Kadienor Edox, die Zeitwächterin",b98ff367-1f73-422d-9fb0-fc3f810624d7,5508195581
,[],[],[],,,[],[],,370,2024-03-29T20:32:00.000Z,20/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,1,[],20/20,True,TCG Arena,,False,[],,1.0,,2025-10-27T15:38:00.000Z,Common,Namenloser Soldat,ba263a7d-d6f7-4ffc-9cb9-b36e087eb7e6,3360175913
,[],[],[],,,[],[],,89,2023-09-14T20:03:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],40,False,Backup,,False,[],Statt eine ,,,2025-08-10T18:21:00.000Z,,Trümmerfeld,ba3f0690-c747-4aed-932b-e7426ee6177a,5704024825
,[],[],[],,"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",[],[],,300,2024-02-14T20:36:00.000Z,0/5,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],5/5,True,TCG Arena,,False,[],Nachschub,,1.0,2025-10-27T15:38:00.000Z,Common,Vertreterin der Magiergilde,ba437de8-2c22-4ea3-8219-69f87e8d47a8,2688433916
,[],[],[],,,[],[],,462,2024-09-26T16:09:00.000Z,,,10dd872b-594c-817c-97d1-0002fde9ed9f,,['Vittel'],,False,Backup,,False,[],"Wird ein Charakter mit Wahnsinn belegt, so muss dieser sofort einen zufälligen anderen Charakter angreifen, das gilt für feindliche und verbündete Charaktere. Am besten wirft man dafür einen geeigneten Würfel. Dafür darf dieser Charakter auch in der Verteidigungsstellung angreifen. Gibt es für den Charakter kein Angriffsziel kommt Wahnsinn nicht zum tragen. Sollten mehre Charaktere gleichzeitig Wahnsinn erhalten kämpfen sie gleichzeitig. Dabei dürfen nur jeweils zwei Charaktere miteinander kämpfen.",,,2025-08-10T18:23:00.000Z,,Regelkarte Wahnsinn,ba663a62-49ec-42bd-971f-3e8de9e8b4a2,5298148270
,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Füge einem <kind>Charakter</kind> <damage>20</damage> <key>Schaden</key> zu.",[],[],2.0,169,2023-11-27T11:34:00.000Z,,In ihrem Flackern entflammt die Leidenschaft des feurigen Zorns.,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],,True,TCG Arena,,False,[],"Sofort spielbar
Füge einem Charakter 20 Schaden zu.",,,2025-10-27T15:38:00.000Z,Common,Ignis-Kraftkugel,bb2f4187-544d-4cac-b75b-31e389a625da,1144157753
,[],[],[],,,[],[],,41,2023-09-09T12:36:00.000Z,10,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],10,False,Backup,,False,[],Wenn ,,,2025-08-10T18:21:00.000Z,,Stacheliger Kugelfisch,be275f69-2d6e-4183-baa9-85c2d2afe8fd,554018576
,[],[],[],,"Führe den folgenden Schritt bis zu 3-mal aus:
<ul>
<li>Füge einem <kind>Charakter</kind> oder einer <kind>Manifestation</kind> <damage>20</damage> <key>Schaden</key> zu.</li>
</ul>",[],[],3.0,456,2024-09-24T19:04:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],,True,TCG Arena,,False,[],"Führe den folgenden Schritt bis zu drei mal aus.
- Füge einem Charakter oder Manifestation 20 Schaden zu.",,,2025-11-23T17:15:00.000Z,Uncommon,Artillerie-Bombardement,be4d7743-04d7-49c6-9464-da659275deb8,9199388567
,[],[],[],,,[],[],,55,2023-09-09T23:27:00.000Z,15,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],20,False,Backup,,False,[],Wenn ,,,2025-08-10T18:22:00.000Z,,Meerjungfrau Marna,bea5a1b4-be79-40fd-b3c4-0ddc0b966608,7356931190
,[],[],[],,,[],[],,423,2024-06-10T11:55:00.000Z,30/70,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,7,['Vittel'],-/-,False,Backup,,False,[],"Monster
Angreifer
Ansturm
Kann keine Schildkarten angreifen.",,,2025-08-10T18:23:00.000Z,,Jäger der Finsternis,bee035dc-9f5e-4e4a-8ef2-f554d6e52767,6925159112
,[],[],[],,"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt.",[],[],,174,2023-11-27T11:40:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,2,[],,True,Export,,False,[],"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt.
(Die verhinderte Karte wird in den Friedhof gelegt.)",,2.0,2025-11-23T10:01:00.000Z,Common,Magiekontrolle,bf317930-4d20-42da-a001-1dd87fb414e7,4020274488
,[],[],[],,,[],[],,111,2023-09-15T10:01:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],20,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Feuerwand,c11a2ac4-cf6f-466f-b668-1d75ce40fe89,6661754018
1.0,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Tausche die <key>Angriffs-</key> und <key>Verteidigungswerte</key> eines <kind>Charakters</kind> bis <key>Zugende</key>.",[],[],,257,2023-12-11T19:29:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,1,[],,True,Export,,False,[],"Sofort spielbar
Tausche Angriffs und Verteidigungswert eines Charakters bis zum Ende des Zuges",,,2025-11-23T10:22:00.000Z,Common,Spontane Kreativität,c15410b8-0527-42f7-88f9-681d9d23815c,6808300709
,[],[],[],,Nachschub,[],[],,285,2023-12-18T20:21:00.000Z,30/35,,938edbfe-c6a0-4a7c-836a-d922df505f98,2,['Erste Ideen'],30/35,True,Export,,True,[],Nachschub,2.0,,2025-10-27T16:22:00.000Z,Common,Iriel-Elisha,c27dea93-c077-4508-b9c5-afdc2c13ab0d,5862633891
,[],[],[],,,[],[],,125,2023-09-24T14:10:00.000Z,0,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],55,False,Backup,,False,[],einmal in deinem Spielzug annulliere ein Effekt deines Gegners bis zum Ende des nächsten Spielzugs,,,2025-08-10T18:21:00.000Z,,Besungener Baum Giganteum,c2d5ae85-0ca8-470c-9eee-5aecf0bc3428,9761163624
,[],[],[],,,[],[],,35,2023-09-09T12:16:00.000Z,0,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],50,False,Backup,,False,[],Untitled,,,2025-08-10T18:21:00.000Z,,Ewiger Urquell,c3c61448-100e-4c8a-b27c-e089b7876bcb,9519032145
,[],[],[],,,[],[],,294,2023-12-18T20:51:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],10,False,Backup,,False,[],"Eisern
",,,2025-08-10T18:22:00.000Z,,Eisernes Igniskind,c44caa3e-0094-44f8-9bd9-1954f33ddcc2,929057134
,[],[],[],,,[],[],,307,2024-02-14T20:48:00.000Z,10/10,,938edbfe-c6a0-4a7c-836a-d922df505f98,,[],10/10,False,Neu,,False,[],,1.0,,2025-08-14T18:57:00.000Z,,Vertreter der Stadtwache,c4506cae-4e22-4f77-922d-325ce43f0c81,9714163068
,[],[],[],,,[],[],,341,2024-03-12T13:49:00.000Z,20,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],20,False,Backup,,False,[],"Wenn der Taschendieb angreift, muss der angegriffene Spieler 1 Element bezahlen. Wenn das passiert ist, erhältst Du eine Münze.",,,2025-08-10T18:26:00.000Z,,Taschendieb,c482bd2b-4f81-45a7-b11b-3238123123ce,4808817388
,[],[],[],,,[],[],,357,2024-03-29T19:55:00.000Z,20/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,,['Erste Ideen'],10/20,False,Backup,,False,[],Darf zwei Charaktere gleichzeitig angreifen,,,2025-08-10T18:26:00.000Z,,Drachenwelpe,c4c5338c-2cfd-4013-9ecb-1ba157d2ae5c,7155180423
2.0,[],[],[],,<ability>Unblockbar</ability> <desc><self>Ich</self> kann nicht <key>geblockt</key> werden.</desc>,[],[],,164,2023-11-27T11:25:00.000Z,5/10,"Jede Bewegung im Dunkeln ist sein Werk; jedes Zittern, jeder geflüsterte Schrei wird Teil des finsteren Balletts, das er leitet.",938edbfe-c6a0-4a7c-836a-d922df505f98,1,[],10/10,True,TCG Arena,,False,[],Ich kann nicht geblockt werden.,,,2025-10-27T15:38:00.000Z,Common,"Namenloser Ryv'Jorl, stiller Infiltrator",c55a9422-4221-4080-8cd8-eee60f7a30dd,2090321517
,[],[],[],,"<ability>Erstschlag</ability> <desc>Mein Schaden wird zuerst berechnet.</desc>
Falls <self>ich</self> diesen <key>Zug</key> angegriffen habe, nehme <self>ich</self> am <key>Zugende</key> die <key>Verteidigungsposition</key> ein.",[],[],,377,2024-03-31T08:04:00.000Z,70/20,,5f2c59ce-5186-41f5-ac91-c07b3d49bc7d,4,[],30/20,False,Revision,3.0,False,[],"Erstschlag. 
Drehe diese Karte in Verteidigungsposition, am Ende deines Zuges, falls du mit ihr in diesem Zug angegriffen hast.",,,2025-12-20T16:26:00.000Z,,Erschöpfender Angriff,c64b2af7-2ec4-4d22-b2a4-74b03d4f20c3,5220035415
,[],[],[],,,[],[],,63,2023-09-09T23:58:00.000Z,15,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],15,False,Backup,,False,[],Die ,,,2025-08-10T18:22:00.000Z,,Regenbogenquappschlappe,c695e530-2d69-411b-8397-2e5f18cf3fc3,3822073834
2.0,[],[],[],,"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ändere das <key>Angriffsziel</key> eines <kind>Charakters</kind>.",[],[],,229,2023-11-27T13:07:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,2,[],,True,Export,,False,[],"Sofort Spielbar
Ändere das Angriffsziel eines Charakters",,,2025-10-26T18:25:00.000Z,Common,Irreführung,c6daf621-eb17-4f37-9849-c90098d8b403,1880265217
,[],[],[],,,[],[],,264,2023-12-11T19:55:00.000Z,35,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],5,False,Backup,,False,[],Angreifer,,,2025-08-10T18:22:00.000Z,,Ignis-Duellant,c6dc8f3d-5669-48e1-9f28-7302f204cbc5,9350843139
,[],[],[],,,[],[],,240,2023-11-27T13:20:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],Du erhälst nach diesem Zug einen Extrazug,,,2025-08-10T18:22:00.000Z,,Sternenfall,c73cff4d-608d-4554-8457-cd240fffc4c9,9361388866
1.0,[],[],[],,<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,[],[],,369,2024-03-29T20:31:00.000Z,30/30,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,[],20/40,False,Playtest,,False,[],Schildbrecher,,,2025-08-17T18:06:00.000Z,,Novizin des Wasserschwalls,c761e4b3-e3b5-4c88-ab35-ae85a53964cb,5625222229
,[],[],[],,,[],[],,262,2023-12-11T19:55:00.000Z,35,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],5,False,Backup,,False,[],Angreifer,,,2025-08-10T18:22:00.000Z,,Magica-Duellant,c79aaa0c-7373-435b-83b5-79412192b48d,3930072215
,[],[],[],,,[],[],,76,2023-09-12T16:51:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],,,,2025-08-10T18:21:00.000Z,,Klabautermann,c896e0b8-c482-404f-940a-6e7e08325db0,2925986870
,[],[],[],,<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,[],[],,358,2024-03-29T20:00:00.000Z,15/20,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],20/25,True,Export,1.0,False,[],Positionswechsel,,,2025-11-02T21:38:00.000Z,Common,Aeriskind,c8dde69e-263a-4ba2-bd8f-39e2f59436e9,2862613765
,[],[],[],,,[],[],,109,2023-09-15T09:27:00.000Z,15,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],10,False,Backup,,False,[],Wenn ,,,2025-08-10T18:21:00.000Z,,Überläufer,c96986e6-01df-48bb-8a8e-a21bbde21b92,5423803027
,[],[],[],0.0,,[],[],,56,2023-09-09T23:27:00.000Z,,,87776999-89a3-4cbd-a16c-13b2b242d37e,,['Erste Ideen'],,False,Backup,,False,[],Untitled,,,2025-08-10T18:22:00.000Z,,Nixe Arvia,c96c2162-ea52-4e7d-a507-1d642203889f,141113721
,[],[],[],,<ability>Positionswechsel</ability> <desc>Ich darf stattdessen in der <phase>Hauptphase</phase> <self>meine</self> <key>Position</key> ändern.</desc>,[],[],,334,2024-03-03T20:34:00.000Z,25,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],15,False,Backup,,False,[],Positionswechsel: Dieser Charakter kann seine Kampfposition auch in der Hauptphasen wechseln,,,2025-11-02T21:38:00.000Z,,Eleganter Schwerttänzer,c9898a7c-8c0c-4dd3-ba96-5265084ea8c9,8931532079
,[],[],[],,<key>Ziehe</key> 3 <key>Karten</key>.,[],[],,361,2024-03-29T20:10:00.000Z,,Bernsteinfarben glänzt der Trost.,9cdffd73-9e9c-43b8-a9e5-754524c97de8,6,[],,False,TCG Arena,,False,[],Ziehe drei Karten.,,,2025-10-27T15:38:00.000Z,,Rast in der Schankstube,c9bee278-4df4-48ae-a485-277a11f1d40e,5068769191
,[],[],[],,"<kind>Ereignisse</kind>, die Du <key>wirkst</key>, kosten <unshaped1/> weniger.",[],[],,342,2024-03-12T13:54:00.000Z,10/10,Kupferne Kessel singen im Takt sprudelnder Geheimnisse.,64d6852f-afd2-42dc-be8d-a52c7535ed01,2,[],20/20,True,TCG Arena,,True,[],"Einzigartig.
Ereignisse die du wirkst, kosten ein unbestimmtes Element weniger.",,2.0,2025-10-27T15:38:00.000Z,Common,"Moriel, Novizin der Alchemie",ca92a5b5-1587-4361-8d73-aa50d91f47ff,4235935088
,[],[],[],1.0,,[],[],,399,2024-04-05T09:22:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],,False,Backup,,False,[],Zu beginn deiner Kampfphase. Du kannst einer deiner Charaktere wählen. Dieser erhält Ansturm bis zum ende des Zuges,,,2025-08-10T18:26:00.000Z,,Schrein der ewigen Jagt,cb6bd3af-d52e-4b80-99d2-b1689a2cce23,1587771281
,[],[],[],,,[],[],,244,2023-12-07T20:01:00.000Z,25,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],25,False,Backup,,False,[],"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,2025-08-10T18:22:00.000Z,,Waffenmeister Aeris,ccb47ca5-1ad6-4d1e-aebb-b632176654f1,2074528160
,[],[],[],1.0,"<ability>Bannkreis 1</ability> <desc>Ich <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
Immer wenn Du eine <key>Karte</key> ziehst, darfst Du eine <kind>Ereignis-</kind> oder <kind>Manifestationskarte</kind> aus Deinem <zone>Friedhof</zone> auf Deine <zone>Hand</zone> nehmen.",[],[],,211,2023-11-27T12:40:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,4,[],,True,Export,,False,[],"Bannkreis 1
Immer wenn du eine Karte ziehst, darfst du eine Ereignis- oder Manifestationskarte aus deinem Friedhof auf die Hand nehmen.",,4.0,2026-01-06T22:27:00.000Z,Uncommon,Großer Magicaschrein,cd03b47a-7f2f-44d6-99ea-48b5ef08ffbe,227020389
,[],[],[],,,[],[],,447,2024-06-10T13:18:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,6,['Vittel'],,False,Backup,,False,[],"Kann nicht zerstört werden.
Wenn diese Manifestation das Feld betritt, zerstöre eine zufällige Elementarkarte eines Gegners.
Alle Charaktere erhalten -5/0.",,,2025-08-10T18:23:00.000Z,,Die Verfluchte Heide,cd080b52-ff2c-4d37-9f54-0374f7264bd2,5085934418
,[],[],[],,,[],[],,439,2024-06-10T12:36:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,['Vittel'],,False,Backup,,False,[],"Sofort spielbar
Sehe dir eine beliebige Schildkarte oder eine beliebige Handkarte des Gegners an.",,,2025-08-10T18:23:00.000Z,,Das Necronomicon Lesen,cd46588b-f843-46aa-b260-3b43f27658fd,9862789453
,[],[],[],,,[],[],,448,2024-06-10T13:25:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,5,['Vittel'],,False,Backup,,False,[],"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Sternengezücht und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,2025-08-10T18:23:00.000Z,,R`lyeh,cdb32438-02a8-430a-8ca7-96e9574c317f,6182048618
,[],[],[],,,[],[],,255,2023-12-11T19:23:00.000Z,20,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],35,False,Backup,,False,[],"Schreckensklinge, Bündnispartner
Jeder Charakter wird vernichtet, der durch eine Schreckensklinge Schaden bekommen hat.",,,2025-08-10T18:22:00.000Z,,Schreckensklinge des Traums,cef12987-8172-451d-8859-37d1f30dd6ec,1125255258
,[],[],[],,,[],[],,277,2023-12-18T19:53:00.000Z,35,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],20,False,Backup,,True,[],"Einzigartig, Krieger, Wolfswacht
Kann keine Magier angreifen
Wenn Aselhelm von der schwarzen Lilie angreift, erhalten alle anderen Angreifer +10 Angriff",,,2025-08-10T18:22:00.000Z,,Aselhelm von der schwarzen Lilie,d0aba64a-a9a1-4844-929c-f136b7547567,5843349519
,[],[],[],,,[],[],,100,2023-09-14T20:59:00.000Z,,,64d6852f-afd2-42dc-be8d-a52c7535ed01,,['Erste Ideen'],,False,Backup,,False,[],Alle ,,,2025-08-10T18:21:00.000Z,,Feuersturm,d0b436c6-716d-41d9-b327-037e67ddcb59,5851570050
,[],[],[],,,[],[],,414,2024-06-04T20:09:00.000Z,15/15,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,3,['Vittel'],15/15,False,Backup,,True,[],"Kultist
Einzigartig
Immer wenn Herbert West - Reanimator angreift, wirf eine Münze, bei Kopf bringe ein Kultist deiner Wahl aus dem Friedhof aufs Feld.",,,2025-08-10T18:23:00.000Z,,Herbert West - Reanimator,d1a6b2bd-800a-4a8e-a2e3-50d15afc400c,6821742696
,[],[],[],,Wähle einen befreundeten und einen weiteren <kind>Charakter</kind>. Beide <kind>Charaktere</kind> fügen sich gegenseitig <key>Schaden</key> in Höhe ihrer <key>Stärke</key> zu.,[],[],1.0,363,2024-03-29T20:16:00.000Z,,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,2,[],,True,TCG Arena,,False,[],"Wähle einen Charakter, den du kontrollierst und einen Charakter der ein Gegner kontrolliert. Beide Charakter fügen dem anderen Schaden in höhe ihrer Stärke zu.",,,2025-10-27T15:38:00.000Z,Common,Duellforderung,d2d7a511-1f58-428d-ad99-761a1a8bd158,8149265481
,[],[],[],,,[],[],,416,2024-06-04T20:20:00.000Z,-/-,,9cdffd73-9e9c-43b8-a9e5-754524c97de8,4,['Vittel'],20/20,False,Backup,,True,[],"Kultist
Einzigartig, Verteidiger,
Wenn dieser Charakter das Feld betritt und du “U-Boot U29” kontrollierst, durchsuche dein Deck, deine Hand und dein Friedhof nach “Der Tempel” und lege ihn auf das Feld.",,,2025-08-10T18:23:00.000Z,,Graf von Altberg-Ehrenstein,d3802812-9e11-4765-908a-418a56e35a29,9904386298
,[],[],[],,,[],[],,14,2023-08-27T18:42:00.000Z,,,b2c31dd8-6b8b-45b6-a112-46d0b40a900e,,['Erste Ideen'],,False,Backup,,False,[],Suche einen ,,,2025-08-10T18:21:00.000Z,,Heiterer Lautenklang der Baumsängerinnen,d3e109c2-886d-4ad9-98e0-500f426fc8ac,6530588479
,[],[],[],1.0,,[],[],,202,2023-11-27T12:23:00.000Z,,,938edbfe-c6a0-4a7c-836a-d922df505f98,,['Erste Ideen'],,False,Backup,,False,[],"Zu Beginn deines Zuges darfst du einen eigenen Charakter vom Spiel auf deine Hand nehmen, und dann einen Chrakter aus deiner Hand ins Spiel bringen",,,2025-08-10T18:22:00.000Z,,Kleiner Aquaschrein,d613de3d-448b-4e1d-a6ec-78aee154a8f4,2721947118
